	tweet_id	jpg_url	prob_breed	timestamp	source	text	expanded_urls	rating_numerator	rating_denominator	name	doggo	floofer	pupper	puppo	num_likes	num_retweets
1296	793601777308463104	https://pbs.twimg.com/media/CwNwmxvXEAEJ54Z.jpg	miniature_pinscher	2016-11-01 23:53:02 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Dobby. I can't stop looking at her feet. 12/10 would absolutely snug https://t.co/LhzPWv6rTv	https://twitter.com/dog_rates/status/793601777308463104/photo/1	12.0	10.0	Dobby	None	None	None	None	8591.0	1812.0
1298	793845145112371200	https://pbs.twimg.com/media/CwRN8H6WgAASe4X.jpg	Old_English_sheepdog	2016-11-02 16:00:06 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Clark. He was just caught wearing pants. 13/10 game-changing af https://t.co/2Xo19aPrG5	https://twitter.com/dog_rates/status/793845145112371200/photo/1	13.0	10.0	Clark	None	None	None	None	9909.0	2077.0
1300	794332329137291264	https://pbs.twimg.com/media/CwYJBiHXgAQlvrh.jpg	Samoyed	2016-11-04 00:15:59 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Nimbus (like the cloud). He just bought this fancy af duck raincoat. Only protects one ear tho. 12/10 so h*ckin floofy https://t.co/SIQbb8c3AU	https://twitter.com/dog_rates/status/794332329137291264/photo/1	12.0	10.0	Nimbus	None	None	None	None	10308.0	2927.0
1303	794983741416415232	https://pbs.twimg.com/media/CvT6IV6WEAQhhV5.jpg	schipperke	2016-11-05 19:24:28 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	RT @dog_rates: This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq	https://twitter.com/dog_rates/status/789530877013393408/photo/1,https://twitter.com/dog_rates/status/789530877013393408/photo/1,https://twitter.com/dog_rates/status/789530877013393408/photo/1,https://twitter.com/dog_rates/status/789530877013393408/photo/1,https://twitter.com/dog_rates/status/789530877013393408/photo/1,https://twitter.com/dog_rates/status/789530877013393408/photo/1	12.0	10.0	Rizzy	None	None	None	None	0.0	3728.0
1310	796177847564038144	https://pbs.twimg.com/media/Cwx99rpW8AMk_Ie.jpg	golden_retriever	2016-11-09 02:29:25 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	RT @dog_rates: This is Ruby. She just turned on the news. Officially terrified. 11/10 deep breaths Ruby https://t.co/y5KarNXWXt	https://twitter.com/dog_rates/status/796149749086875649/photo/1,https://twitter.com/dog_rates/status/796149749086875649/photo/1,https://twitter.com/dog_rates/status/796149749086875649/photo/1,https://twitter.com/dog_rates/status/796149749086875649/photo/1	11.0	10.0	Ruby	None	None	None	None	0.0	15828.0
1311	796387464403357696	https://pbs.twimg.com/media/Cw1WKu1UQAAvWsu.jpg	Pekinese	2016-11-09 16:22:22 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Snicku. He's having trouble reading because he's a dog. Glasses only helped a little. Nap preferred. 12/10 would snug well https://t.co/cVLUasbKA5	https://twitter.com/dog_rates/status/796387464403357696/photo/1,https://twitter.com/dog_rates/status/796387464403357696/photo/1	12.0	10.0	Snicku	None	None	None	None	11850.0	4606.0
1313	796759840936919040	https://pbs.twimg.com/media/Cw6o1JQXcAAtP78.jpg	American_Staffordshire_terrier	2016-11-10 17:02:03 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Say hello to Romeo. He was just told that it's too cold for the pool. H*ckin nonsense. 11/10 would help fill up https://t.co/6hx7ur6sNI	https://twitter.com/dog_rates/status/796759840936919040/photo/1,https://twitter.com/dog_rates/status/796759840936919040/photo/1	11.0	10.0	Romeo	None	None	None	None	12792.0	3380.0
1315	797236660651966464	https://pbs.twimg.com/media/CxBafisWQAAtJ1X.jpg	collie	2016-11-12 00:36:46 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Pancake. She loves Batman and winks like a h*ckin champ. 12/10 real crowd pleaser https://t.co/6kqsAjJNhi	https://twitter.com/dog_rates/status/797236660651966464/photo/1,https://twitter.com/dog_rates/status/797236660651966464/photo/1	12.0	10.0	Pancake	None	None	None	None	21544.0	7335.0
1316	797545162159308800	https://pbs.twimg.com/media/CxFzFAAUAAA5C9z.jpg	Pembroke	2016-11-12 21:02:38 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Cassie. She steals things. Guilt increases slightly each time. 12/10 would forgive almost immediately https://t.co/Ia19irLwyB	https://twitter.com/dog_rates/status/797545162159308800/photo/1,https://twitter.com/dog_rates/status/797545162159308800/photo/1,https://twitter.com/dog_rates/status/797545162159308800/photo/1,https://twitter.com/dog_rates/status/797545162159308800/photo/1	12.0	10.0	Cassie	None	None	None	None	15621.0	5373.0
1318	798209839306514432	https://pbs.twimg.com/media/CxPPnCYWIAAo_ao.jpg	Pekinese	2016-11-14 17:03:50 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Cooper. His bow tie was too heavy for the front so he moved it to the side. Balanced af now. 13/10 https://t.co/jG1PAFkB81	https://twitter.com/dog_rates/status/798209839306514432/photo/1	13.0	10.0	Cooper	None	None	None	None	11185.0	2831.0
1319	798340744599797760	https://pbs.twimg.com/media/CrXhIqBW8AA6Bse.jpg	papillon	2016-11-15 01:44:00 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	RT @dog_rates: This is Davey. He'll have your daughter home by 8. Just a stand up pup. 11/10 would introduce to mom https://t.co/E6bGWf9EOm	https://twitter.com/dog_rates/status/771770456517009408/photo/1,https://twitter.com/dog_rates/status/771770456517009408/photo/1	11.0	10.0	Davey	None	None	None	None	0.0	3719.0
1320	798628517273620480	https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg	beagle	2016-11-15 20:47:30 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	RT @dog_rates: This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7	https://twitter.com/dog_rates/status/667509364010450944/photo/1,https://twitter.com/dog_rates/status/667509364010450944/photo/1	12.0	10.0	None	None	None	None	None	0.0	2172.0
1326	798933969379225600	https://pbs.twimg.com/media/CxZiLcLXUAApMVy.jpg	Siberian_husky	2016-11-16 17:01:16 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Iroh. He's in a predicament. 12/10 someone help him https://t.co/KJAKO2kXsL	https://twitter.com/dog_rates/status/798933969379225600/photo/1,https://twitter.com/dog_rates/status/798933969379225600/photo/1	12.0	10.0	Iroh	None	None	None	None	14177.0	4952.0
1332	800141422401830912	https://pbs.twimg.com/media/CxqsX-8XUAAEvjD.jpg	golden_retriever	2016-11-20 00:59:15 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated. 13/10 https://t.co/pbKOesr8Tg	https://twitter.com/dog_rates/status/800141422401830912/photo/1,https://twitter.com/dog_rates/status/800141422401830912/photo/1,https://twitter.com/dog_rates/status/800141422401830912/photo/1	13.0	10.0	Peaches	None	None	None	None	16476.0	2835.0
1334	800513324630806528	https://pbs.twimg.com/media/Cxv-nkJUoAAhzMt.jpg	Pembroke	2016-11-21 01:37:04 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Chef. Chef loves everyone and wants everyone to love each other. 11/10 https://t.co/ILHGs0e6Dm	https://twitter.com/dog_rates/status/800513324630806528/photo/1	11.0	10.0	Chef	None	None	None	None	14139.0	3325.0
1335	800751577355128832	https://pbs.twimg.com/media/CxzXOyBW8AEu_Oi.jpg	cocker_spaniel	2016-11-21 17:23:47 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Say hello to Mauve and Murphy. They're rather h*ckin filthy. Preferred nap over bath. Both 12/10 https://t.co/4UwCTW3lXG	https://twitter.com/dog_rates/status/800751577355128832/photo/1,https://twitter.com/dog_rates/status/800751577355128832/photo/1,https://twitter.com/dog_rates/status/800751577355128832/photo/1	12.0	10.0	Mauve	None	None	None	None	11294.0	3065.0
1336	801115127852503040	https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg	dalmatian	2016-11-22 17:28:25 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj	https://twitter.com/dog_rates/status/801115127852503040/photo/1,https://twitter.com/dog_rates/status/801115127852503040/photo/1	12.0	10.0	Bones	doggo	None	pupper	None	8707.0	2311.0
1338	801538201127157760	https://pbs.twimg.com/media/Cx-itFWWIAAZu7l.jpg	Pembroke	2016-11-23 21:29:33 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Wallace. He'll be your chau-fur this evening. 12/10 eyes on the road Wallace https://t.co/p1RD39XjUe	https://twitter.com/dog_rates/status/801538201127157760/photo/1	12.0	10.0	Wallace	None	None	None	None	8826.0	2275.0
1340	802239329049477120	https://pbs.twimg.com/media/CyIgaTEVEAA-9zS.jpg	Eskimo_dog	2016-11-25 19:55:35 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Loki. He'll do your taxes for you. Can also make room in your budget for all the things you bought today. 12/10 what a puppo https://t.co/5oWrHCWg87	https://twitter.com/dog_rates/status/802239329049477120/photo/1,https://twitter.com/dog_rates/status/802239329049477120/photo/1	12.0	10.0	Loki	None	None	None	puppo	9777.0	2877.0
1345	802952499103731712	https://pbs.twimg.com/media/CySpCSHXcAAN-qC.jpg	chow	2016-11-27 19:09:28 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Marley. She's having a ruff day. Pretty pupset. 12/10 would assist https://t.co/yLm7hQ6UXh	https://twitter.com/dog_rates/status/802952499103731712/photo/1	12.0	10.0	Marley	None	None	None	None	9717.0	2220.0
1346	803276597545603072	https://pbs.twimg.com/media/CyXPzXRWgAAvd1j.jpg	Pembroke	2016-11-28 16:37:19 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Winston. His selfie game is legendary. Will steal your girl with a single snap. 11/10 handsome as h*ck https://t.co/jxQhxoPsgL	https://twitter.com/dog_rates/status/803276597545603072/photo/1	11.0	10.0	Winston	None	None	None	None	10785.0	2731.0
1347	803638050916102144	https://pbs.twimg.com/ext_tw_video_thumb/803638023904559104/pu/img/vxm0Htm5iIV7EOAQ.jpg	Labrador_retriever	2016-11-29 16:33:36 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Pupper hath acquire enemy. 13/10 https://t.co/ns9qoElfsX	https://twitter.com/dog_rates/status/803638050916102144/video/1	13.0	10.0	None	None	None	pupper	None	11811.0	4574.0
1348	803692223237865472	https://pbs.twimg.com/media/CZhn-QAWwAASQan.jpg	Lakeland_terrier	2016-11-29 20:08:52 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	RT @dog_rates: I present to you... Dog Jesus. 13/10 (he could be sitting on a rock but I doubt it) https://t.co/fR1P3g5I6k	https://twitter.com/dog_rates/status/691416866452082688/photo/1,https://twitter.com/dog_rates/status/691416866452082688/photo/1	13.0	10.0	None	None	None	None	None	0.0	8201.0
1351	804738756058218496	https://pbs.twimg.com/media/CysBn-lWIAAoRx1.jpg	Tibetan_mastiff	2016-12-02 17:27:25 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Django. He accidentally opened the front facing camera. Did him quite the frighten. 12/10 https://t.co/kQVQoOW9NZ	https://twitter.com/dog_rates/status/804738756058218496/photo/1	12.0	10.0	Django	None	None	None	None	14776.0	4252.0
1353	805520635690676224	https://pbs.twimg.com/media/Cy3IvdZXgAUoEaj.jpg	malinois	2016-12-04 21:14:20 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Zeke the Wonder Dog. He never let that poor man keep his frisbees. One of the Spartans all time greatest receivers. 13/10 RIP Zeke https://t.co/zacX7S6GyJ	https://twitter.com/dog_rates/status/805520635690676224/photo/1,https://twitter.com/dog_rates/status/805520635690676224/photo/1,https://twitter.com/dog_rates/status/805520635690676224/photo/1,https://twitter.com/dog_rates/status/805520635690676224/photo/1	13.0	10.0	Zeke	None	None	None	None	6165.0	1820.0
1355	805932879469572096	https://pbs.twimg.com/media/Cy8_qt0UUAAHuuN.jpg	Norwegian_elkhound	2016-12-06 00:32:26 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Major. He put on a tie for his first real walk. Only a little crooked. Can also drool upwards. H*ckin talented. 12/10 https://t.co/Zcwr8LgoO8	https://twitter.com/dog_rates/status/805932879469572096/photo/1	12.0	10.0	Major	None	None	None	None	8887.0	2110.0
1357	806219024703037440	https://pbs.twimg.com/media/CzBD7MWVIAA5ptx.jpg	chow	2016-12-06 19:29:28 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	We only rate dogs. Please stop sending in non-canines like this Freudian Poof Lion. This is incredibly frustrating... 11/10 https://t.co/IZidSrBvhi	https://twitter.com/dog_rates/status/806219024703037440/photo/1	11.0	10.0	incredibly	None	None	None	None	6906.0	1319.0
1358	806242860592926720	https://pbs.twimg.com/media/Ct72q9jWcAAhlnw.jpg	Cardigan	2016-12-06 21:04:11 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	RT @dog_rates: This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave https://t.co/nfprKAXqwu	https://twitter.com/dog_rates/status/783334639985389568/photo/1,https://twitter.com/dog_rates/status/783334639985389568/photo/1,https://twitter.com/dog_rates/status/783334639985389568/photo/1,https://twitter.com/dog_rates/status/783334639985389568/photo/1,https://twitter.com/dog_rates/status/783334639985389568/photo/1,https://twitter.com/dog_rates/status/783334639985389568/photo/1	12.0	10.0	Dave	None	None	None	None	0.0	12914.0
1359	806542213899489280	https://pbs.twimg.com/media/CzFp3FNW8AAfvV8.jpg	vizsla	2016-12-07 16:53:43 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Waffles. He's concerned that the dandruff shampoo he just bought is faulty. 11/10 tragic af https://t.co/BCB87qUU0h	https://twitter.com/dog_rates/status/806542213899489280/photo/1	11.0	10.0	Waffles	None	None	None	None	10979.0	2614.0
1361	807010152071229440	https://pbs.twimg.com/media/CzMTcZoXUAEKqEt.jpg	golden_retriever	2016-12-08 23:53:08 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Lennon. He's a Boopershnoop Pupperdoop. Quite rare. Exceptionally pettable. 12/10 would definitely boop that shnoop https://t.co/fhgP6vSfhX	https://twitter.com/dog_rates/status/807010152071229440/photo/1	12.0	10.0	Lennon	None	None	None	None	14012.0	4222.0
1362	807059379405148160	https://pbs.twimg.com/media/Ct2qO5PXEAE6eB0.jpg	golden_retriever	2016-12-09 03:08:45 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	RT @dog_rates: This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable https://t.co/vOBV1ZqVcX	https://twitter.com/dog_rates/status/782969140009107456/photo/1,https://twitter.com/dog_rates/status/782969140009107456/photo/1,https://twitter.com/dog_rates/status/782969140009107456/photo/1,https://twitter.com/dog_rates/status/782969140009107456/photo/1	12.0	10.0	Cali	None	None	None	None	0.0	8090.0
1363	807106840509214720	https://pbs.twimg.com/ext_tw_video_thumb/807106774843039744/pu/img/8XZg1xW35Xp2J6JW.jpg	Chihuahua	2016-12-09 06:17:20 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Stephan. He just wants to help. 13/10 such a good boy https://t.co/DkBYaCAg2d	https://twitter.com/dog_rates/status/807106840509214720/video/1	13.0	10.0	Stephan	None	None	None	None	127650.0	61333.0
1365	808001312164028416	https://pbs.twimg.com/media/CzaY5UdUoAAC91S.jpg	Labrador_retriever	2016-12-11 17:31:39 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Cooper. He likes to stick his tongue out at you and then laugh about it. 12/10 quite the jokester https://t.co/O9iGgvfuzl	https://twitter.com/dog_rates/status/808001312164028416/photo/1,https://twitter.com/dog_rates/status/808001312164028416/photo/1	12.0	10.0	Cooper	None	None	None	None	13520.0	3902.0
1367	808134635716833280	https://pbs.twimg.com/media/Cx5R8wPVEAALa9r.jpg	cocker_spaniel	2016-12-12 02:21:26 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	RT @dog_rates: This is Milo. I would do terrible things for Milo. 13/10 https://t.co/R6wJyC2Tey	https://twitter.com/dog_rates/status/801167903437357056/photo/1,https://twitter.com/dog_rates/status/801167903437357056/photo/1	13.0	10.0	Milo	None	None	None	None	0.0	6571.0
1370	808838249661788160	https://pbs.twimg.com/media/CzmSFlKUAAAQOjP.jpg	Rottweiler	2016-12-14 00:57:20 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Ito. He'll be your uber driver tonight. Currently adjusting the mirrors. 13/10 incredibly h*ckin responsible https://t.co/Zrrcw29o13	https://twitter.com/dog_rates/status/808838249661788160/photo/1	13.0	10.0	Ito	None	None	None	None	10850.0	3357.0
1371	809084759137812480	https://pbs.twimg.com/media/CzpyM41UoAE1b2w.jpg	vizsla	2016-12-14 17:16:53 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Wallace. You said you brushed your teeth but he checked your toothbrush and it was bone dry. 11/10 not pupset, just disappointed https://t.co/nadm8yWZ4h	https://twitter.com/dog_rates/status/809084759137812480/photo/1	11.0	10.0	Wallace	None	None	None	None	14201.0	3863.0
1373	809448704142938112	https://pbs.twimg.com/media/Czu9RiwVEAA_Okk.jpg	Greater_Swiss_Mountain_dog	2016-12-15 17:23:04 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	"I call this one ""A Blep by the Sea"" 12/10 https://t.co/EMdnCugNbo"	https://twitter.com/dog_rates/status/809448704142938112/photo/1	12.0	10.0	None	None	None	None	None	7440.0	1619.0
1374	809808892968534016	https://pbs.twimg.com/media/CwS4aqZXUAAe3IO.jpg	Labrador_retriever	2016-12-16 17:14:20 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	RT @dog_rates: This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly https://t.co/xIfrsMNLBR	https://twitter.com/dog_rates/status/793962221541933056/photo/1,https://twitter.com/dog_rates/status/793962221541933056/photo/1,https://twitter.com/dog_rates/status/793962221541933056/photo/1,https://twitter.com/dog_rates/status/793962221541933056/photo/1	12.0	10.0	Maximus	None	None	None	None	0.0	5410.0
1375	809920764300447744	https://pbs.twimg.com/media/Cz1qo05XUAQ4qXp.jpg	Norwich_terrier	2016-12-17 00:38:52 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Please only send in dogs. We only rate dogs, not seemingly heartbroken ewoks. Thank you... still 10/10 would console https://t.co/HIraYS1Bzo	https://twitter.com/dog_rates/status/809920764300447744/photo/1	10.0	10.0	None	None	None	None	None	16636.0	4306.0
1379	810896069567610880	https://pbs.twimg.com/media/C0DhpcrUAAAnx88.jpg	flat-coated_retriever	2016-12-19 17:14:23 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Hunter. He just found out he needs braces. Requesting an orthodogtist stat. 11/10 you're fine Hunter, everything's fine https://t.co/zW1o0W4AYV	https://twitter.com/dog_rates/status/810896069567610880/photo/1,https://twitter.com/dog_rates/status/810896069567610880/photo/1,https://twitter.com/dog_rates/status/810896069567610880/photo/1	11.0	10.0	Hunter	None	None	None	None	9722.0	1972.0
1389	813051746834595840	https://pbs.twimg.com/media/C0iKPZIXUAAbDYV.jpg	golden_retriever	2016-12-25 16:00:16 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Bauer. He had nothing to do with the cookies that disappeared. 13/10 very good boy https://t.co/AIMF8ouzvl	https://twitter.com/dog_rates/status/813051746834595840/photo/1	13.0	10.0	Bauer	None	None	None	None	22489.0	8076.0
1393	813112105746448384	https://pbs.twimg.com/media/C0jBJZVWQAA2_-X.jpg	Pembroke	2016-12-25 20:00:07 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Toby. He's pupset because his hat isn't big enough. Christmas is ruined. 12/10 it'll be ok Toby https://t.co/zfdaGZlweq	https://twitter.com/dog_rates/status/813112105746448384/photo/1	12.0	10.0	Toby	None	None	None	None	11090.0	3037.0
1394	813127251579564032	https://pbs.twimg.com/media/C0jO6aBWEAAM28r.jpg	Norwegian_elkhound	2016-12-25 21:00:18 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup https://t.co/BzITyGw3JA	https://twitter.com/dog_rates/status/813127251579564032/photo/1,https://twitter.com/dog_rates/status/813127251579564032/photo/1	11.0	10.0	None	doggo	None	None	None	12731.0	3447.0
1398	813187593374461952	https://pbs.twimg.com/media/C0kFzOQUoAAt6yb.jpg	golden_retriever	2016-12-26 01:00:05 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	We only rate dogs. Please don't send in other things like this very good Christmas tree. Thank you... 13/10 https://t.co/rvSANEsQZJ	https://twitter.com/dog_rates/status/813187593374461952/photo/1	13.0	10.0	None	None	None	None	None	21271.0	4807.0
1399	813202720496779264	https://pbs.twimg.com/media/C0kTjqIXgAAqpRi.jpg	cocker_spaniel	2016-12-26 02:00:11 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10 https://t.co/cD967DjnIn	https://twitter.com/dog_rates/status/813202720496779264/photo/1	11.0	10.0	None	doggo	None	None	None	9852.0	1978.0
1400	813217897535406080	https://pbs.twimg.com/media/C0khWkVXEAI389B.jpg	Samoyed	2016-12-26 03:00:30 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Here is Atlas. He went all out this year. 13/10 downright magical af https://t.co/DVYIZOnO81	https://twitter.com/dog_rates/status/813217897535406080/photo/1,https://twitter.com/dog_rates/status/813217897535406080/photo/1,https://twitter.com/dog_rates/status/813217897535406080/photo/1,https://twitter.com/dog_rates/status/813217897535406080/photo/1	13.0	10.0	Atlas	None	None	None	None	20044.0	8036.0
1401	813800681631023104	https://pbs.twimg.com/media/C0szZh_XUAAm9je.jpg	malamute	2016-12-27 17:36:16 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Sky. She's learning how to roll her R's. 12/10 cultured af https://t.co/OuaVvVkwJ1	https://twitter.com/dog_rates/status/813800681631023104/photo/1	12.0	10.0	Sky	None	None	None	None	8955.0	1935.0
1402	813812741911748608	https://pbs.twimg.com/media/C0s-XtzWgAAp1W-.jpg	French_bulldog	2016-12-27 18:24:12 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Gary, Carrie Fisher's dog. Idk what I can say about Gary that reflects the inspirational awesomeness that was Carrie Fisher. 14/10 RIP https://t.co/uBnQTNEeGg	https://twitter.com/dog_rates/status/813812741911748608/photo/1,https://twitter.com/dog_rates/status/813812741911748608/photo/1,https://twitter.com/dog_rates/status/813812741911748608/photo/1	14.0	10.0	Gary	None	None	None	None	38964.0	15424.0
1403	813910438903693312	https://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg	Siberian_husky	2016-12-28 00:52:25 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf	https://twitter.com/dog_rates/status/813910438903693312/photo/1	11.0	10.0	Chubbs	doggo	None	None	None	9968.0	2070.0
1406	814530161257443328	https://pbs.twimg.com/media/C03K2-VWIAAK1iV.jpg	miniature_poodle	2016-12-29 17:54:58 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Alf. Someone just rubbed a balloon on his head. He's only a little pupset about it. 12/10 would pet well https://t.co/IOdgfnSE9G	https://twitter.com/dog_rates/status/814530161257443328/photo/1	12.0	10.0	Alf	None	None	None	None	9292.0	2040.0
1408	814986499976527872	https://pbs.twimg.com/media/C09p5dJWIAE5qKL.jpg	dalmatian	2016-12-31 00:08:17 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho https://t.co/01vpuRDXQ8	https://twitter.com/dog_rates/status/814986499976527872/photo/1	11.0	10.0	Cooper	None	None	pupper	None	8180.0	1424.0
1411	815966073409433600	https://pbs.twimg.com/ext_tw_video_thumb/815965888126062592/pu/img/JleSw4wRhgKDWQj5.jpg	Tibetan_mastiff	2017-01-02 17:00:46 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k	https://twitter.com/dog_rates/status/815966073409433600/video/1	13.0	10.0	None	None	None	pupper	None	24037.0	9346.0
1413	816014286006976512	https://pbs.twimg.com/media/CiibOMzUYAA9Mxz.jpg	English_setter	2017-01-02 20:12:21 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	RT @dog_rates: This is Larry. He has no self control. Tongue still nifty af tho 11/10 https://t.co/ghyT4Ubk1r	https://twitter.com/dog_rates/status/732005617171337216/photo/1,https://twitter.com/dog_rates/status/732005617171337216/photo/1,https://twitter.com/dog_rates/status/732005617171337216/photo/1,https://twitter.com/dog_rates/status/732005617171337216/photo/1	11.0	10.0	Larry	None	None	None	None	0.0	5845.0
1417	816816676327063552	https://pbs.twimg.com/media/C1XqbhXXUAElpfI.jpg	malamute	2017-01-05 01:20:46 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Timber. He misses Christmas. Specifically the presents part. 12/10 cheer pup Timber https://t.co/dVVavqpeF9	https://twitter.com/dog_rates/status/816816676327063552/photo/1	12.0	10.0	Timber	None	None	None	None	10705.0	2238.0
